,jaar,maand,merk,aantal,cum aantal,datum
152,1956,11,VOLKSWAGEN,9,124,1956-11-01
153,1956,11,VOLVO,2,26,1956-11-01
154,1956,12,FORD,9,176,1956-12-01
155,1956,12,VOLKSWAGEN,3,127,1956-12-01
156,1957,1,FORD,5,181,1957-01-01
157,1957,1,VOLKSWAGEN,4,131,1957-01-01
158,1957,2,FORD,1,182,1957-02-01
159,1957,2,VOLKSWAGEN,4,135,1957-02-01
160,1957,3,BMW,1,17,1957-03-01
161,1957,3,FORD,5,187,1957-03-01
162,1957,3,VOLKSWAGEN,6,141,1957-03-01
163,1957,4,FORD,3,190,1957-04-01
164,1957,4,RENAULT,3,28,1957-04-01
165,1957,4,VOLKSWAGEN,2,143,1957-04-01
166,1957,4,VOLVO,1,27,1957-04-01
167,1957,5,FORD,3,193,1957-05-01
168,1957,5,RENAULT,2,30,1957-05-01
169,1957,5,VOLKSWAGEN,4,147,1957-05-01
170,1957,5,VOLVO,4,31,1957-05-01
171,1957,6,FORD,2,195,1957-06-01
172,1957,6,VOLKSWAGEN,7,154,1957-06-01
173,1957,7,FORD,2,197,1957-07-01
174,1957,7,VOLKSWAGEN,4,158,1957-07-01
175,1957,7,VOLVO,1,32,1957-07-01
176,1957,8,FORD,3,200,1957-08-01
177,1957,8,RENAULT,4,34,1957-08-01
178,1957,8,VOLKSWAGEN,3,161,1957-08-01
179,1957,8,VOLVO,1,33,1957-08-01
180,1957,9,BMW,2,19,1957-09-01
181,1957,9,FORD,2,202,1957-09-01
182,1957,9,RENAULT,1,35,1957-09-01
183,1957,9,VOLKSWAGEN,3,164,1957-09-01
184,1957,9,VOLVO,1,34,1957-09-01
185,1957,10,FORD,4,206,1957-10-01
186,1957,10,VOLKSWAGEN,2,166,1957-10-01
187,1957,10,VOLVO,1,35,1957-10-01
188,1957,11,RENAULT,2,37,1957-11-01
189,1957,11,VOLKSWAGEN,1,167,1957-11-01
190,1957,11,VOLVO,3,38,1957-11-01
191,1957,12,RENAULT,1,38,1957-12-01
192,1957,12,VOLKSWAGEN,2,169,1957-12-01
193,1957,12,VOLVO,2,40,1957-12-01
194,1958,1,FORD,2,208,1958-01-01
195,1958,1,RENAULT,2,40,1958-01-01
196,1958,1,VOLKSWAGEN,2,171,1958-01-01
197,1958,2,FORD,1,209,1958-02-01
198,1958,2,VOLKSWAGEN,4,175,1958-02-01
199,1958,2,VOLVO,1,41,1958-02-01
200,1958,3,FORD,4,213,1958-03-01
201,1958,3,VOLKSWAGEN,3,178,1958-03-01
202,1958,3,VOLVO,3,44,1958-03-01
203,1958,4,FORD,2,215,1958-04-01
204,1958,4,RENAULT,1,41,1958-04-01
205,1958,4,VOLKSWAGEN,3,181,1958-04-01
206,1958,5,FORD,1,216,1958-05-01
207,1958,5,RENAULT,2,43,1958-05-01
208,1958,5,VOLVO,1,45,1958-05-01
209,1958,6,BMW,1,20,1958-06-01
210,1958,6,FORD,1,217,1958-06-01
211,1958,6,RENAULT,1,44,1958-06-01
212,1958,6,VOLKSWAGEN,3,184,1958-06-01
213,1958,7,FORD,3,220,1958-07-01
214,1958,7,VOLVO,1,46,1958-07-01
215,1958,8,VOLKSWAGEN,7,191,1958-08-01
216,1958,9,FORD,2,222,1958-09-01
217,1958,9,RENAULT,2,46,1958-09-01
218,1958,9,VOLKSWAGEN,2,193,1958-09-01
219,1958,9,VOLVO,1,47,1958-09-01
220,1958,10,FORD,1,223,1958-10-01
221,1958,10,VOLKSWAGEN,4,197,1958-10-01
222,1958,11,RENAULT,2,48,1958-11-01
223,1958,11,VOLKSWAGEN,5,202,1958-11-01
224,1958,11,VOLVO,1,48,1958-11-01
225,1958,12,FORD,2,225,1958-12-01
226,1958,12,RENAULT,1,49,1958-12-01
227,1958,12,VOLKSWAGEN,5,207,1958-12-01
228,1958,12,VOLVO,1,49,1958-12-01
229,1959,1,FORD,1,226,1959-01-01
230,1959,1,VOLKSWAGEN,2,209,1959-01-01
231,1959,2,RENAULT,1,50,1959-02-01
232,1959,2,VOLKSWAGEN,2,211,1959-02-01
233,1959,3,FORD,3,229,1959-03-01
234,1959,3,RENAULT,2,52,1959-03-01
235,1959,3,VOLKSWAGEN,1,212,1959-03-01
236,1959,4,BMW,1,21,1959-04-01
237,1959,4,FORD,2,231,1959-04-01
238,1959,4,RENAULT,2,54,1959-04-01
239,1959,4,VOLKSWAGEN,4,216,1959-04-01
240,1959,4,VOLVO,1,50,1959-04-01
241,1959,5,BMW,1,22,1959-05-01
242,1959,5,FORD,5,236,1959-05-01
243,1959,5,RENAULT,3,57,1959-05-01
244,1959,5,VOLKSWAGEN,6,222,1959-05-01
245,1959,6,BMW,4,26,1959-06-01
246,1959,6,FORD,5,241,1959-06-01
247,1959,6,RENAULT,2,59,1959-06-01
248,1959,6,VOLKSWAGEN,6,228,1959-06-01
249,1959,6,VOLVO,3,53,1959-06-01
250,1959,7,RENAULT,1,60,1959-07-01
251,1959,7,VOLKSWAGEN,6,234,1959-07-01
252,1959,7,VOLVO,1,54,1959-07-01
253,1959,8,FORD,2,243,1959-08-01
254,1959,8,RENAULT,3,63,1959-08-01
255,1959,9,FORD,1,244,1959-09-01
256,1959,9,VOLKSWAGEN,5,239,1959-09-01
257,1959,9,VOLVO,1,55,1959-09-01
258,1959,10,FORD,5,249,1959-10-01
259,1959,10,RENAULT,3,66,1959-10-01
260,1959,10,VOLKSWAGEN,5,244,1959-10-01
261,1959,11,BMW,2,28,1959-11-01
262,1959,11,VOLKSWAGEN,6,250,1959-11-01
263,1959,12,BMW,1,29,1959-12-01
264,1959,12,FORD,1,250,1959-12-01
265,1959,12,RENAULT,1,67,1959-12-01
266,1959,12,VOLKSWAGEN,3,253,1959-12-01
267,1960,1,FORD,2,252,1960-01-01
268,1960,1,RENAULT,1,68,1960-01-01
269,1960,1,VOLKSWAGEN,4,257,1960-01-01
270,1960,1,VOLVO,1,56,1960-01-01
271,1960,2,FORD,1,253,1960-02-01
272,1960,2,VOLKSWAGEN,5,262,1960-02-01
273,1960,2,VOLVO,4,60,1960-02-01
274,1960,3,BMW,5,34,1960-03-01
275,1960,3,FORD,2,255,1960-03-01
276,1960,3,RENAULT,6,74,1960-03-01
277,1960,3,VOLKSWAGEN,6,268,1960-03-01
278,1960,3,VOLVO,4,64,1960-03-01
279,1960,4,BMW,1,35,1960-04-01
280,1960,4,FORD,3,258,1960-04-01
281,1960,4,RENAULT,3,77,1960-04-01
282,1960,4,VOLKSWAGEN,4,272,1960-04-01
283,1960,4,VOLVO,7,71,1960-04-01
284,1960,5,FORD,2,260,1960-05-01
285,1960,5,RENAULT,2,79,1960-05-01
286,1960,5,VOLKSWAGEN,5,277,1960-05-01
287,1960,5,VOLVO,8,79,1960-05-01
288,1960,6,BMW,2,37,1960-06-01
289,1960,6,FORD,4,264,1960-06-01
290,1960,6,RENAULT,2,81,1960-06-01
291,1960,6,VOLKSWAGEN,5,282,1960-06-01
292,1960,6,VOLVO,3,82,1960-06-01
293,1960,7,FORD,2,266,1960-07-01
294,1960,7,RENAULT,1,82,1960-07-01
295,1960,7,VOLKSWAGEN,4,286,1960-07-01
296,1960,8,BMW,1,38,1960-08-01
297,1960,8,FORD,3,269,1960-08-01
298,1960,8,RENAULT,1,83,1960-08-01
299,1960,8,VOLVO,2,84,1960-08-01
300,1960,9,RENAULT,2,85,1960-09-01
301,1960,9,VOLKSWAGEN,6,292,1960-09-01
302,1960,9,VOLVO,1,85,1960-09-01
303,1960,10,VOLKSWAGEN,5,297,1960-10-01
304,1960,10,VOLVO,2,87,1960-10-01
305,1960,11,FORD,2,271,1960-11-01
306,1960,11,RENAULT,1,86,1960-11-01
307,1960,11,VOLKSWAGEN,5,302,1960-11-01
308,1960,11,VOLVO,4,91,1960-11-01
309,1960,12,FORD,1,272,1960-12-01
310,1960,12,VOLKSWAGEN,8,310,1960-12-01
311,1960,12,VOLVO,3,94,1960-12-01
312,1961,1,FORD,1,273,1961-01-01
313,1961,1,RENAULT,1,87,1961-01-01
314,1961,1,VOLKSWAGEN,7,317,1961-01-01
315,1961,1,VOLVO,2,96,1961-01-01
316,1961,2,BMW,1,39,1961-02-01
317,1961,2,FORD,2,275,1961-02-01
318,1961,2,RENAULT,2,89,1961-02-01
319,1961,2,VOLKSWAGEN,8,325,1961-02-01
320,1961,2,VOLVO,5,101,1961-02-01
321,1961,3,RENAULT,2,91,1961-03-01
322,1961,3,VOLKSWAGEN,12,337,1961-03-01
323,1961,3,VOLVO,3,104,1961-03-01
324,1961,4,FORD,1,276,1961-04-01
325,1961,4,RENAULT,5,96,1961-04-01
326,1961,4,VOLKSWAGEN,5,342,1961-04-01
327,1961,4,VOLVO,1,105,1961-04-01
328,1961,5,FORD,3,279,1961-05-01
329,1961,5,RENAULT,3,99,1961-05-01
330,1961,5,VOLKSWAGEN,7,349,1961-05-01
331,1961,5,VOLVO,4,109,1961-05-01
332,1961,6,FORD,5,284,1961-06-01
333,1961,6,RENAULT,1,100,1961-06-01
334,1961,6,VOLKSWAGEN,6,355,1961-06-01
335,1961,6,VOLVO,2,111,1961-06-01
336,1961,7,FORD,2,286,1961-07-01
337,1961,7,RENAULT,2,102,1961-07-01
338,1961,7,VOLKSWAGEN,12,367,1961-07-01
339,1961,7,VOLVO,3,114,1961-07-01
340,1961,8,FORD,2,288,1961-08-01
341,1961,8,RENAULT,2,104,1961-08-01
342,1961,8,VOLKSWAGEN,2,369,1961-08-01
343,1961,8,VOLVO,5,119,1961-08-01
344,1961,9,FORD,3,291,1961-09-01
345,1961,9,RENAULT,1,105,1961-09-01
346,1961,9,VOLKSWAGEN,12,381,1961-09-01
347,1961,9,VOLVO,6,125,1961-09-01
348,1961,10,FORD,2,293,1961-10-01
349,1961,10,RENAULT,1,106,1961-10-01
350,1961,10,VOLKSWAGEN,10,391,1961-10-01
351,1961,10,VOLVO,5,130,1961-10-01
352,1961,11,RENAULT,2,108,1961-11-01
353,1961,11,VOLKSWAGEN,8,399,1961-11-01
354,1961,11,VOLVO,2,132,1961-11-01
355,1961,12,FORD,1,294,1961-12-01
356,1961,12,VOLKSWAGEN,9,408,1961-12-01
357,1961,12,VOLVO,5,137,1961-12-01
358,1962,1,FORD,1,295,1962-01-01
359,1962,1,RENAULT,3,111,1962-01-01
360,1962,1,VOLKSWAGEN,11,419,1962-01-01
361,1962,1,VOLVO,8,145,1962-01-01
362,1962,2,FORD,2,297,1962-02-01
363,1962,2,RENAULT,1,112,1962-02-01
364,1962,2,VOLKSWAGEN,12,431,1962-02-01
365,1962,2,VOLVO,6,151,1962-02-01
366,1962,3,BMW,1,40,1962-03-01
367,1962,3,FORD,3,300,1962-03-01
368,1962,3,RENAULT,2,114,1962-03-01
369,1962,3,VOLKSWAGEN,12,443,1962-03-01
370,1962,3,VOLVO,4,155,1962-03-01
371,1962,4,BMW,1,41,1962-04-01
372,1962,4,FORD,4,304,1962-04-01
373,1962,4,RENAULT,2,116,1962-04-01
374,1962,4,VOLKSWAGEN,11,454,1962-04-01
375,1962,4,VOLVO,10,165,1962-04-01
376,1962,5,BMW,2,43,1962-05-01
377,1962,5,FORD,7,311,1962-05-01
378,1962,5,RENAULT,2,118,1962-05-01
379,1962,5,VOLKSWAGEN,5,459,1962-05-01
380,1962,5,VOLVO,5,170,1962-05-01
381,1962,6,FORD,3,314,1962-06-01
382,1962,6,VOLKSWAGEN,13,472,1962-06-01
383,1962,6,VOLVO,7,177,1962-06-01
384,1962,7,BMW,1,44,1962-07-01
385,1962,7,FORD,4,318,1962-07-01
386,1962,7,RENAULT,2,120,1962-07-01
387,1962,7,VOLKSWAGEN,9,481,1962-07-01
388,1962,7,VOLVO,6,183,1962-07-01
389,1962,8,BMW,3,47,1962-08-01
390,1962,8,RENAULT,1,121,1962-08-01
391,1962,8,VOLKSWAGEN,5,486,1962-08-01
392,1962,8,VOLVO,3,186,1962-08-01
393,1962,9,BMW,1,48,1962-09-01
394,1962,9,VOLKSWAGEN,10,496,1962-09-01
395,1962,9,VOLVO,4,190,1962-09-01
396,1962,10,FORD,3,321,1962-10-01
397,1962,10,RENAULT,2,123,1962-10-01
398,1962,10,VOLKSWAGEN,10,506,1962-10-01
399,1962,10,VOLVO,2,192,1962-10-01
400,1962,11,BMW,1,49,1962-11-01
401,1962,11,FORD,2,323,1962-11-01
402,1962,11,VOLKSWAGEN,12,518,1962-11-01
403,1962,11,VOLVO,8,200,1962-11-01
404,1962,12,FORD,3,326,1962-12-01
405,1962,12,VOLKSWAGEN,7,525,1962-12-01
406,1962,12,VOLVO,4,204,1962-12-01
407,1963,1,FORD,3,329,1963-01-01
408,1963,1,RENAULT,1,124,1963-01-01
409,1963,1,VOLKSWAGEN,7,532,1963-01-01
410,1963,1,VOLVO,3,207,1963-01-01
411,1963,2,FORD,5,334,1963-02-01
412,1963,2,VOLKSWAGEN,9,541,1963-02-01
413,1963,2,VOLVO,2,209,1963-02-01
414,1963,3,FORD,3,337,1963-03-01
415,1963,3,VOLKSWAGEN,16,557,1963-03-01
416,1963,3,VOLVO,10,219,1963-03-01
417,1963,4,BMW,4,53,1963-04-01
418,1963,4,FORD,8,345,1963-04-01
419,1963,4,RENAULT,2,126,1963-04-01
420,1963,4,VOLKSWAGEN,15,572,1963-04-01
421,1963,4,VOLVO,10,229,1963-04-01
422,1963,5,BMW,1,54,1963-05-01
423,1963,5,FORD,7,352,1963-05-01
424,1963,5,VOLKSWAGEN,18,590,1963-05-01
425,1963,5,VOLVO,15,244,1963-05-01
426,1963,6,FORD,2,354,1963-06-01
427,1963,6,RENAULT,1,127,1963-06-01
428,1963,6,VOLKSWAGEN,12,602,1963-06-01
429,1963,6,VOLVO,19,263,1963-06-01
430,1963,7,FORD,6,360,1963-07-01
431,1963,7,VOLKSWAGEN,18,620,1963-07-01
432,1963,7,VOLVO,14,277,1963-07-01
433,1963,8,FORD,1,361,1963-08-01
434,1963,8,RENAULT,1,128,1963-08-01
435,1963,8,VOLKSWAGEN,5,625,1963-08-01
436,1963,8,VOLVO,5,282,1963-08-01
437,1963,9,FORD,2,363,1963-09-01
438,1963,9,VOLKSWAGEN,13,638,1963-09-01
439,1963,9,VOLVO,9,291,1963-09-01
440,1963,10,FORD,2,365,1963-10-01
441,1963,10,VOLKSWAGEN,8,646,1963-10-01
442,1963,10,VOLVO,15,306,1963-10-01
443,1963,11,BMW,1,55,1963-11-01
444,1963,11,FORD,2,367,1963-11-01
445,1963,11,RENAULT,1,129,1963-11-01
446,1963,11,VOLKSWAGEN,9,655,1963-11-01
447,1963,11,VOLVO,6,312,1963-11-01
448,1963,12,FORD,7,374,1963-12-01
449,1963,12,RENAULT,2,131,1963-12-01
450,1963,12,VOLKSWAGEN,9,664,1963-12-01
451,1963,12,VOLVO,4,316,1963-12-01
452,1964,1,FORD,4,378,1964-01-01
453,1964,1,VOLKSWAGEN,14,678,1964-01-01
454,1964,1,VOLVO,15,331,1964-01-01
455,1964,2,FORD,6,384,1964-02-01
456,1964,2,RENAULT,1,132,1964-02-01
457,1964,2,VOLKSWAGEN,15,693,1964-02-01
458,1964,2,VOLVO,14,345,1964-02-01
459,1964,3,FORD,6,390,1964-03-01
460,1964,3,RENAULT,2,134,1964-03-01
461,1964,3,VOLKSWAGEN,13,706,1964-03-01
462,1964,3,VOLVO,23,368,1964-03-01
463,1964,4,FORD,4,394,1964-04-01
464,1964,4,RENAULT,2,136,1964-04-01
465,1964,4,VOLKSWAGEN,21,727,1964-04-01
466,1964,4,VOLVO,18,386,1964-04-01
467,1964,5,BMW,3,58,1964-05-01
468,1964,5,FORD,11,405,1964-05-01
469,1964,5,RENAULT,3,139,1964-05-01
470,1964,5,VOLKSWAGEN,13,740,1964-05-01
471,1964,5,VOLVO,21,407,1964-05-01
472,1964,6,BMW,1,59,1964-06-01
473,1964,6,FORD,10,415,1964-06-01
474,1964,6,RENAULT,2,141,1964-06-01
475,1964,6,VOLKSWAGEN,19,759,1964-06-01
476,1964,6,VOLVO,25,432,1964-06-01
477,1964,7,FORD,10,425,1964-07-01
478,1964,7,VOLKSWAGEN,21,780,1964-07-01
479,1964,7,VOLVO,27,459,1964-07-01
480,1964,8,FORD,8,433,1964-08-01
481,1964,8,VOLKSWAGEN,9,789,1964-08-01
482,1964,8,VOLVO,15,474,1964-08-01
483,1964,9,BMW,1,60,1964-09-01
484,1964,9,FORD,4,437,1964-09-01
485,1964,9,RENAULT,3,144,1964-09-01
486,1964,9,VOLKSWAGEN,11,800,1964-09-01
487,1964,9,VOLVO,15,489,1964-09-01
488,1964,10,BMW,2,62,1964-10-01
489,1964,10,FORD,5,442,1964-10-01
490,1964,10,RENAULT,4,148,1964-10-01
491,1964,10,VOLKSWAGEN,13,813,1964-10-01
492,1964,10,VOLVO,13,502,1964-10-01
493,1964,11,BMW,1,63,1964-11-01
494,1964,11,FORD,4,446,1964-11-01
495,1964,11,RENAULT,1,149,1964-11-01
496,1964,11,VOLKSWAGEN,15,828,1964-11-01
497,1964,11,VOLVO,23,525,1964-11-01
498,1964,12,FORD,5,451,1964-12-01
499,1964,12,RENAULT,3,152,1964-12-01
500,1964,12,VOLKSWAGEN,12,840,1964-12-01
501,1964,12,VOLVO,14,539,1964-12-01
502,1965,1,BMW,4,67,1965-01-01
503,1965,1,FORD,8,459,1965-01-01
504,1965,1,TOYOTA,1,1,1965-01-01
505,1965,1,VOLKSWAGEN,13,853,1965-01-01
506,1965,1,VOLVO,26,565,1965-01-01
507,1965,2,BMW,1,68,1965-02-01
508,1965,2,FORD,12,471,1965-02-01
509,1965,2,RENAULT,2,154,1965-02-01
510,1965,2,TOYOTA,1,2,1965-02-01
511,1965,2,VOLKSWAGEN,21,874,1965-02-01
512,1965,2,VOLVO,20,585,1965-02-01
513,1965,3,BMW,1,69,1965-03-01
514,1965,3,FORD,9,480,1965-03-01
515,1965,3,RENAULT,2,156,1965-03-01
516,1965,3,TOYOTA,1,3,1965-03-01
517,1965,3,VOLKSWAGEN,34,908,1965-03-01
518,1965,3,VOLVO,44,629,1965-03-01
519,1965,4,BMW,4,73,1965-04-01
520,1965,4,FORD,17,497,1965-04-01
521,1965,4,RENAULT,3,159,1965-04-01
522,1965,4,TOYOTA,1,4,1965-04-01
523,1965,4,VOLKSWAGEN,31,939,1965-04-01
524,1965,4,VOLVO,29,658,1965-04-01
525,1965,5,BMW,1,74,1965-05-01
526,1965,5,FORD,17,514,1965-05-01
527,1965,5,RENAULT,4,163,1965-05-01
528,1965,5,TOYOTA,1,5,1965-05-01
529,1965,5,VOLKSWAGEN,21,960,1965-05-01
530,1965,5,VOLVO,29,687,1965-05-01
531,1965,6,BMW,1,75,1965-06-01
532,1965,6,FORD,15,529,1965-06-01
533,1965,6,RENAULT,5,168,1965-06-01
534,1965,6,TOYOTA,1,6,1965-06-01
535,1965,6,VOLKSWAGEN,16,976,1965-06-01
536,1965,6,VOLVO,37,724,1965-06-01
537,1965,7,BMW,3,78,1965-07-01
538,1965,7,FORD,18,547,1965-07-01
539,1965,7,RENAULT,3,171,1965-07-01
540,1965,7,TOYOTA,2,8,1965-07-01
541,1965,7,VOLKSWAGEN,24,1000,1965-07-01
542,1965,7,VOLVO,27,751,1965-07-01
543,1965,8,FORD,7,554,1965-08-01
544,1965,8,RENAULT,2,173,1965-08-01
545,1965,8,VOLKSWAGEN,18,1018,1965-08-01
546,1965,8,VOLVO,27,778,1965-08-01
547,1965,9,BMW,1,79,1965-09-01
548,1965,9,FORD,7,561,1965-09-01
549,1965,9,RENAULT,4,177,1965-09-01
550,1965,9,TOYOTA,1,9,1965-09-01
551,1965,9,VOLKSWAGEN,27,1045,1965-09-01
552,1965,9,VOLVO,18,796,1965-09-01
553,1965,10,BMW,1,80,1965-10-01
554,1965,10,FORD,9,570,1965-10-01
555,1965,10,RENAULT,7,184,1965-10-01
556,1965,10,TOYOTA,2,11,1965-10-01
557,1965,10,VOLKSWAGEN,28,1073,1965-10-01
558,1965,10,VOLVO,25,821,1965-10-01
559,1965,11,FORD,14,584,1965-11-01
560,1965,11,RENAULT,2,186,1965-11-01
561,1965,11,TOYOTA,2,13,1965-11-01
562,1965,11,VOLKSWAGEN,33,1106,1965-11-01
563,1965,11,VOLVO,42,863,1965-11-01
