,jaar,maand,merk,aantal,cum aantal,datum
1417,1977,12,VOLVO,18,3714,1977-12-01
1418,1978,1,BMW,23,2001,1978-01-01
1419,1978,1,FORD,47,3317,1978-01-01
1420,1978,1,RENAULT,9,767,1978-01-01
1421,1978,1,TOYOTA,25,669,1978-01-01
1422,1978,1,VOLKSWAGEN,73,13656,1978-01-01
1423,1978,1,VOLVO,53,3767,1978-01-01
1424,1978,2,BMW,14,2015,1978-02-01
1425,1978,2,FORD,23,3340,1978-02-01
1426,1978,2,RENAULT,8,775,1978-02-01
1427,1978,2,TOYOTA,12,681,1978-02-01
1428,1978,2,VOLKSWAGEN,38,13694,1978-02-01
1429,1978,2,VOLVO,35,3802,1978-02-01
1430,1978,3,BMW,12,2027,1978-03-01
1431,1978,3,FORD,48,3388,1978-03-01
1432,1978,3,RENAULT,9,784,1978-03-01
1433,1978,3,TOYOTA,10,691,1978-03-01
1434,1978,3,VOLKSWAGEN,60,13754,1978-03-01
1435,1978,3,VOLVO,37,3839,1978-03-01
1436,1978,4,BMW,10,2037,1978-04-01
1437,1978,4,FORD,53,3441,1978-04-01
1438,1978,4,RENAULT,13,797,1978-04-01
1439,1978,4,TOYOTA,7,698,1978-04-01
1440,1978,4,VOLKSWAGEN,62,13816,1978-04-01
1441,1978,4,VOLVO,50,3889,1978-04-01
1442,1978,5,BMW,14,2051,1978-05-01
1443,1978,5,FORD,65,3506,1978-05-01
1444,1978,5,RENAULT,6,803,1978-05-01
1445,1978,5,TOYOTA,15,713,1978-05-01
1446,1978,5,VOLKSWAGEN,74,13890,1978-05-01
1447,1978,5,VOLVO,39,3928,1978-05-01
1448,1978,6,BMW,21,2072,1978-06-01
1449,1978,6,FORD,67,3573,1978-06-01
1450,1978,6,RENAULT,11,814,1978-06-01
1451,1978,6,TOYOTA,13,726,1978-06-01
1452,1978,6,VOLKSWAGEN,111,14001,1978-06-01
1453,1978,6,VOLVO,55,3983,1978-06-01
1454,1978,7,BMW,18,2090,1978-07-01
1455,1978,7,FORD,60,3633,1978-07-01
1456,1978,7,RENAULT,15,829,1978-07-01
1457,1978,7,TOYOTA,11,737,1978-07-01
1458,1978,7,VOLKSWAGEN,61,14062,1978-07-01
1459,1978,7,VOLVO,31,4014,1978-07-01
1460,1978,8,BMW,21,2111,1978-08-01
1461,1978,8,FORD,24,3657,1978-08-01
1462,1978,8,RENAULT,8,837,1978-08-01
1463,1978,8,TOYOTA,5,742,1978-08-01
1464,1978,8,VOLKSWAGEN,54,14116,1978-08-01
1465,1978,8,VOLVO,34,4048,1978-08-01
1466,1978,9,BMW,11,2122,1978-09-01
1467,1978,9,FORD,41,3698,1978-09-01
1468,1978,9,RENAULT,6,843,1978-09-01
1469,1978,9,TOYOTA,5,747,1978-09-01
1470,1978,9,VOLKSWAGEN,49,14165,1978-09-01
1471,1978,9,VOLVO,22,4070,1978-09-01
1472,1978,10,BMW,15,2137,1978-10-01
1473,1978,10,FORD,36,3734,1978-10-01
1474,1978,10,RENAULT,5,848,1978-10-01
1475,1978,10,TOYOTA,4,751,1978-10-01
1476,1978,10,VOLKSWAGEN,66,14231,1978-10-01
1477,1978,10,VOLVO,25,4095,1978-10-01
1478,1978,11,BMW,19,2156,1978-11-01
1479,1978,11,FORD,24,3758,1978-11-01
1480,1978,11,RENAULT,5,853,1978-11-01
1481,1978,11,TOYOTA,4,755,1978-11-01
1482,1978,11,VOLKSWAGEN,56,14287,1978-11-01
1483,1978,11,VOLVO,31,4126,1978-11-01
1484,1978,12,BMW,4,2160,1978-12-01
1485,1978,12,FORD,10,3768,1978-12-01
1486,1978,12,RENAULT,1,854,1978-12-01
1487,1978,12,TOYOTA,2,757,1978-12-01
1488,1978,12,VOLKSWAGEN,33,14320,1978-12-01
1489,1978,12,VOLVO,28,4154,1978-12-01
1490,1979,1,BMW,20,2180,1979-01-01
1491,1979,1,FORD,53,3821,1979-01-01
1492,1979,1,RENAULT,14,868,1979-01-01
1493,1979,1,TOYOTA,6,763,1979-01-01
1494,1979,1,VOLKSWAGEN,66,14386,1979-01-01
1495,1979,1,VOLVO,51,4205,1979-01-01
1496,1979,2,BMW,9,2189,1979-02-01
1497,1979,2,FORD,61,3882,1979-02-01
1498,1979,2,RENAULT,8,876,1979-02-01
1499,1979,2,TOYOTA,1,764,1979-02-01
1500,1979,2,VOLKSWAGEN,28,14414,1979-02-01
1501,1979,2,VOLVO,30,4235,1979-02-01
1502,1979,3,BMW,24,2213,1979-03-01
1503,1979,3,FORD,63,3945,1979-03-01
1504,1979,3,HYUNDAI,1,1,1979-03-01
1505,1979,3,RENAULT,15,891,1979-03-01
1506,1979,3,TOYOTA,5,769,1979-03-01
1507,1979,3,VOLKSWAGEN,74,14488,1979-03-01
1508,1979,3,VOLVO,40,4275,1979-03-01
1509,1979,4,BMW,16,2229,1979-04-01
1510,1979,4,FORD,95,4040,1979-04-01
1511,1979,4,RENAULT,12,903,1979-04-01
1512,1979,4,TOYOTA,17,786,1979-04-01
1513,1979,4,VOLKSWAGEN,60,14548,1979-04-01
1514,1979,4,VOLVO,48,4323,1979-04-01
1515,1979,5,BMW,21,2250,1979-05-01
1516,1979,5,FORD,79,4119,1979-05-01
1517,1979,5,RENAULT,16,919,1979-05-01
1518,1979,5,TOYOTA,11,797,1979-05-01
1519,1979,5,VOLKSWAGEN,61,14609,1979-05-01
1520,1979,5,VOLVO,49,4372,1979-05-01
1521,1979,6,BMW,20,2270,1979-06-01
1522,1979,6,FORD,70,4189,1979-06-01
1523,1979,6,RENAULT,11,930,1979-06-01
1524,1979,6,TOYOTA,12,809,1979-06-01
1525,1979,6,VOLKSWAGEN,62,14671,1979-06-01
1526,1979,6,VOLVO,44,4416,1979-06-01
1527,1979,7,AUDI,1,43,1979-07-01
1528,1979,7,BMW,11,2281,1979-07-01
1529,1979,7,FORD,62,4251,1979-07-01
1530,1979,7,RENAULT,5,935,1979-07-01
1531,1979,7,TOYOTA,4,813,1979-07-01
1532,1979,7,VOLKSWAGEN,67,14738,1979-07-01
1533,1979,7,VOLVO,47,4463,1979-07-01
1534,1979,8,BMW,16,2297,1979-08-01
1535,1979,8,FORD,40,4291,1979-08-01
1536,1979,8,RENAULT,5,940,1979-08-01
1537,1979,8,TOYOTA,7,820,1979-08-01
1538,1979,8,VOLKSWAGEN,59,14797,1979-08-01
1539,1979,8,VOLVO,35,4498,1979-08-01
1540,1979,9,BMW,11,2308,1979-09-01
1541,1979,9,FORD,61,4352,1979-09-01
1542,1979,9,RENAULT,4,944,1979-09-01
1543,1979,9,TOYOTA,4,824,1979-09-01
1544,1979,9,VOLKSWAGEN,57,14854,1979-09-01
1545,1979,9,VOLVO,36,4534,1979-09-01
1546,1979,10,BMW,10,2318,1979-10-01
1547,1979,10,FORD,47,4399,1979-10-01
1548,1979,10,RENAULT,15,959,1979-10-01
1549,1979,10,TOYOTA,9,833,1979-10-01
1550,1979,10,VOLKSWAGEN,65,14919,1979-10-01
1551,1979,10,VOLVO,47,4581,1979-10-01
1552,1979,11,BMW,12,2330,1979-11-01
1553,1979,11,FORD,48,4447,1979-11-01
1554,1979,11,RENAULT,9,968,1979-11-01
1555,1979,11,TOYOTA,8,841,1979-11-01
1556,1979,11,VOLKSWAGEN,69,14988,1979-11-01
1557,1979,11,VOLVO,37,4618,1979-11-01
1558,1979,12,BMW,2,2332,1979-12-01
1559,1979,12,FORD,22,4469,1979-12-01
1560,1979,12,RENAULT,7,975,1979-12-01
1561,1979,12,TOYOTA,1,842,1979-12-01
1562,1979,12,VOLKSWAGEN,33,15021,1979-12-01
1563,1979,12,VOLVO,28,4646,1979-12-01
1564,1980,1,BMW,39,2371,1980-01-01
1565,1980,1,FORD,93,4562,1980-01-01
1566,1980,1,RENAULT,16,991,1980-01-01
1567,1980,1,TOYOTA,17,859,1980-01-01
1568,1980,1,VOLKSWAGEN,117,15138,1980-01-01
1569,1980,1,VOLVO,58,4704,1980-01-01
1570,1980,2,BMW,18,2389,1980-02-01
1571,1980,2,FORD,37,4599,1980-02-01
1572,1980,2,RENAULT,11,1002,1980-02-01
1573,1980,2,TOYOTA,4,863,1980-02-01
1574,1980,2,VOLKSWAGEN,52,15190,1980-02-01
1575,1980,2,VOLVO,34,4738,1980-02-01
1576,1980,3,BMW,7,2396,1980-03-01
1577,1980,3,FORD,36,4635,1980-03-01
1578,1980,3,RENAULT,5,1007,1980-03-01
1579,1980,3,TOYOTA,8,871,1980-03-01
1580,1980,3,VOLKSWAGEN,57,15247,1980-03-01
1581,1980,3,VOLVO,34,4772,1980-03-01
1582,1980,4,BMW,9,2405,1980-04-01
1583,1980,4,FORD,46,4681,1980-04-01
1584,1980,4,RENAULT,8,1015,1980-04-01
1585,1980,4,TOYOTA,6,877,1980-04-01
1586,1980,4,VOLKSWAGEN,62,15309,1980-04-01
1587,1980,4,VOLVO,27,4799,1980-04-01
1588,1980,5,BMW,8,2413,1980-05-01
1589,1980,5,FORD,52,4733,1980-05-01
1590,1980,5,RENAULT,9,1024,1980-05-01
1591,1980,5,TOYOTA,9,886,1980-05-01
1592,1980,5,VOLKSWAGEN,85,15394,1980-05-01
1593,1980,5,VOLVO,37,4836,1980-05-01
1594,1980,6,BMW,15,2428,1980-06-01
1595,1980,6,FORD,40,4773,1980-06-01
1596,1980,6,HYUNDAI,1,2,1980-06-01
1597,1980,6,RENAULT,8,1032,1980-06-01
1598,1980,6,TOYOTA,11,897,1980-06-01
1599,1980,6,VOLKSWAGEN,83,15477,1980-06-01
1600,1980,6,VOLVO,21,4857,1980-06-01
1601,1980,7,BMW,11,2439,1980-07-01
1602,1980,7,FORD,36,4809,1980-07-01
1603,1980,7,RENAULT,5,1037,1980-07-01
1604,1980,7,TOYOTA,12,909,1980-07-01
1605,1980,7,VOLKSWAGEN,72,15549,1980-07-01
1606,1980,7,VOLVO,28,4885,1980-07-01
1607,1980,8,BMW,8,2447,1980-08-01
1608,1980,8,FORD,22,4831,1980-08-01
1609,1980,8,RENAULT,3,1040,1980-08-01
1610,1980,8,TOYOTA,10,919,1980-08-01
1611,1980,8,VOLKSWAGEN,59,15608,1980-08-01
1612,1980,8,VOLVO,25,4910,1980-08-01
1613,1980,9,BMW,7,2454,1980-09-01
1614,1980,9,FORD,19,4850,1980-09-01
1615,1980,9,RENAULT,8,1048,1980-09-01
1616,1980,9,TOYOTA,10,929,1980-09-01
1617,1980,9,VOLKSWAGEN,39,15647,1980-09-01
1618,1980,9,VOLVO,28,4938,1980-09-01
1619,1980,10,BMW,8,2462,1980-10-01
1620,1980,10,FORD,28,4878,1980-10-01
1621,1980,10,RENAULT,12,1060,1980-10-01
1622,1980,10,TOYOTA,7,936,1980-10-01
1623,1980,10,VOLKSWAGEN,53,15700,1980-10-01
1624,1980,10,VOLVO,13,4951,1980-10-01
1625,1980,11,BMW,13,2475,1980-11-01
1626,1980,11,FORD,25,4903,1980-11-01
1627,1980,11,RENAULT,7,1067,1980-11-01
1628,1980,11,TOYOTA,3,939,1980-11-01
1629,1980,11,VOLKSWAGEN,45,15745,1980-11-01
1630,1980,11,VOLVO,12,4963,1980-11-01
1631,1980,12,BMW,3,2478,1980-12-01
1632,1980,12,FORD,13,4916,1980-12-01
1633,1980,12,RENAULT,3,1070,1980-12-01
1634,1980,12,TOYOTA,3,942,1980-12-01
1635,1980,12,VOLKSWAGEN,24,15769,1980-12-01
1636,1980,12,VOLVO,13,4976,1980-12-01
1637,1981,1,BMW,22,2500,1981-01-01
1638,1981,1,FORD,43,4959,1981-01-01
1639,1981,1,RENAULT,8,1078,1981-01-01
1640,1981,1,TOYOTA,10,952,1981-01-01
1641,1981,1,VOLKSWAGEN,85,15854,1981-01-01
1642,1981,1,VOLVO,20,4996,1981-01-01
1643,1981,2,BMW,10,2510,1981-02-01
1644,1981,2,FORD,38,4997,1981-02-01
1645,1981,2,RENAULT,15,1093,1981-02-01
1646,1981,2,TOYOTA,11,963,1981-02-01
1647,1981,2,VOLKSWAGEN,74,15928,1981-02-01
1648,1981,2,VOLVO,28,5024,1981-02-01
1649,1981,3,BMW,19,2529,1981-03-01
1650,1981,3,FORD,33,5030,1981-03-01
1651,1981,3,RENAULT,18,1111,1981-03-01
1652,1981,3,TOYOTA,11,974,1981-03-01
1653,1981,3,VOLKSWAGEN,76,16004,1981-03-01
1654,1981,3,VOLVO,34,5058,1981-03-01
1655,1981,4,BMW,22,2551,1981-04-01
1656,1981,4,FORD,32,5062,1981-04-01
1657,1981,4,HYUNDAI,1,3,1981-04-01
1658,1981,4,RENAULT,16,1127,1981-04-01
1659,1981,4,TOYOTA,9,983,1981-04-01
1660,1981,4,VOLKSWAGEN,87,16091,1981-04-01
1661,1981,4,VOLVO,46,5104,1981-04-01
1662,1981,5,BMW,15,2566,1981-05-01
1663,1981,5,FORD,49,5111,1981-05-01
1664,1981,5,RENAULT,13,1140,1981-05-01
1665,1981,5,TOYOTA,10,993,1981-05-01
1666,1981,5,VOLKSWAGEN,79,16170,1981-05-01
1667,1981,5,VOLVO,33,5137,1981-05-01
1668,1981,6,BMW,26,2592,1981-06-01
1669,1981,6,FORD,54,5165,1981-06-01
1670,1981,6,RENAULT,15,1155,1981-06-01
1671,1981,6,TOYOTA,5,998,1981-06-01
1672,1981,6,VOLKSWAGEN,86,16256,1981-06-01
1673,1981,6,VOLVO,37,5174,1981-06-01
1674,1981,7,BMW,18,2610,1981-07-01
1675,1981,7,FORD,37,5202,1981-07-01
1676,1981,7,RENAULT,7,1162,1981-07-01
1677,1981,7,TOYOTA,6,1004,1981-07-01
1678,1981,7,VOLKSWAGEN,70,16326,1981-07-01
1679,1981,7,VOLVO,31,5205,1981-07-01
1680,1981,8,BMW,27,2637,1981-08-01
1681,1981,8,FORD,17,5219,1981-08-01
1682,1981,8,RENAULT,11,1173,1981-08-01
1683,1981,8,TOYOTA,5,1009,1981-08-01
1684,1981,8,VOLKSWAGEN,41,16367,1981-08-01
1685,1981,8,VOLVO,13,5218,1981-08-01
1686,1981,9,BMW,13,2650,1981-09-01
1687,1981,9,FORD,24,5243,1981-09-01
1688,1981,9,RENAULT,7,1180,1981-09-01
1689,1981,9,TOYOTA,5,1014,1981-09-01
1690,1981,9,VOLKSWAGEN,60,16427,1981-09-01
1691,1981,9,VOLVO,15,5233,1981-09-01
1692,1981,10,BMW,18,2668,1981-10-01
1693,1981,10,FORD,21,5264,1981-10-01
1694,1981,10,RENAULT,10,1190,1981-10-01
1695,1981,10,TOYOTA,1,1015,1981-10-01
1696,1981,10,VOLKSWAGEN,85,16512,1981-10-01
1697,1981,10,VOLVO,15,5248,1981-10-01
1698,1981,11,BMW,8,2676,1981-11-01
1699,1981,11,FORD,16,5280,1981-11-01
1700,1981,11,RENAULT,7,1197,1981-11-01
1701,1981,11,TOYOTA,1,1016,1981-11-01
1702,1981,11,VOLKSWAGEN,73,16585,1981-11-01
1703,1981,11,VOLVO,13,5261,1981-11-01
1704,1981,12,FORD,9,5289,1981-12-01
1705,1981,12,RENAULT,3,1200,1981-12-01
1706,1981,12,VOLKSWAGEN,25,16610,1981-12-01
1707,1981,12,VOLVO,12,5273,1981-12-01
1708,1982,1,BMW,35,2711,1982-01-01
1709,1982,1,FORD,56,5345,1982-01-01
1710,1982,1,HYUNDAI,2,5,1982-01-01
1711,1982,1,RENAULT,20,1220,1982-01-01
1712,1982,1,TOYOTA,8,1024,1982-01-01
1713,1982,1,VOLKSWAGEN,99,16709,1982-01-01
1714,1982,1,VOLVO,26,5299,1982-01-01
1715,1982,2,BMW,24,2735,1982-02-01
1716,1982,2,FORD,23,5368,1982-02-01
1717,1982,2,RENAULT,23,1243,1982-02-01
1718,1982,2,TOYOTA,3,1027,1982-02-01
1719,1982,2,VOLKSWAGEN,76,16785,1982-02-01
1720,1982,2,VOLVO,19,5318,1982-02-01
1721,1982,3,BMW,29,2764,1982-03-01
1722,1982,3,FORD,51,5419,1982-03-01
1723,1982,3,HYUNDAI,1,6,1982-03-01
1724,1982,3,RENAULT,30,1273,1982-03-01
1725,1982,3,TOYOTA,10,1037,1982-03-01
1726,1982,3,VOLKSWAGEN,178,16963,1982-03-01
1727,1982,3,VOLVO,21,5339,1982-03-01
1728,1982,4,BMW,29,2793,1982-04-01
1729,1982,4,FORD,75,5494,1982-04-01
1730,1982,4,HYUNDAI,1,7,1982-04-01
1731,1982,4,RENAULT,16,1289,1982-04-01
1732,1982,4,TOYOTA,14,1051,1982-04-01
1733,1982,4,VOLKSWAGEN,209,17172,1982-04-01
1734,1982,4,VOLVO,23,5362,1982-04-01
1735,1982,5,BMW,28,2821,1982-05-01
1736,1982,5,FORD,52,5546,1982-05-01
1737,1982,5,RENAULT,23,1312,1982-05-01
1738,1982,5,TOYOTA,5,1056,1982-05-01
1739,1982,5,VOLKSWAGEN,144,17316,1982-05-01
1740,1982,5,VOLVO,16,5378,1982-05-01
1741,1982,6,BMW,45,2866,1982-06-01
1742,1982,6,FORD,45,5591,1982-06-01
1743,1982,6,HYUNDAI,1,8,1982-06-01
1744,1982,6,RENAULT,26,1338,1982-06-01
1745,1982,6,TOYOTA,12,1068,1982-06-01
1746,1982,6,VOLKSWAGEN,136,17452,1982-06-01
1747,1982,6,VOLVO,13,5391,1982-06-01
1748,1982,7,BMW,42,2908,1982-07-01
1749,1982,7,FORD,42,5633,1982-07-01
1750,1982,7,HYUNDAI,1,9,1982-07-01
1751,1982,7,RENAULT,26,1364,1982-07-01
1752,1982,7,TOYOTA,5,1073,1982-07-01
1753,1982,7,VOLKSWAGEN,123,17575,1982-07-01
1754,1982,7,VOLVO,22,5413,1982-07-01
1755,1982,8,BMW,35,2943,1982-08-01
1756,1982,8,FORD,17,5650,1982-08-01
1757,1982,8,RENAULT,17,1381,1982-08-01
1758,1982,8,TOYOTA,10,1083,1982-08-01
1759,1982,8,VOLKSWAGEN,88,17663,1982-08-01
1760,1982,8,VOLVO,10,5423,1982-08-01
1761,1982,9,BMW,32,2975,1982-09-01
1762,1982,9,FORD,16,5666,1982-09-01
1763,1982,9,RENAULT,16,1397,1982-09-01
1764,1982,9,TOYOTA,11,1094,1982-09-01
1765,1982,9,VOLKSWAGEN,166,17829,1982-09-01
1766,1982,9,VOLVO,16,5439,1982-09-01
1767,1982,10,BMW,22,2997,1982-10-01
1768,1982,10,FORD,44,5710,1982-10-01
1769,1982,10,HYUNDAI,1,10,1982-10-01
1770,1982,10,RENAULT,20,1417,1982-10-01
1771,1982,10,TOYOTA,12,1106,1982-10-01
1772,1982,10,VOLKSWAGEN,110,17939,1982-10-01
1773,1982,10,VOLVO,12,5451,1982-10-01
1774,1982,11,BMW,21,3018,1982-11-01
1775,1982,11,FORD,30,5740,1982-11-01
1776,1982,11,RENAULT,17,1434,1982-11-01
1777,1982,11,TOYOTA,4,1110,1982-11-01
1778,1982,11,VOLKSWAGEN,115,18054,1982-11-01
1779,1982,11,VOLVO,13,5464,1982-11-01
1780,1982,12,BMW,5,3023,1982-12-01
1781,1982,12,FORD,10,5750,1982-12-01
1782,1982,12,HYUNDAI,1,11,1982-12-01
1783,1982,12,RENAULT,9,1443,1982-12-01
1784,1982,12,TOYOTA,2,1112,1982-12-01
1785,1982,12,VOLKSWAGEN,44,18098,1982-12-01
1786,1982,12,VOLVO,16,5480,1982-12-01
1787,1983,1,BMW,62,3085,1983-01-01
1788,1983,1,FORD,61,5811,1983-01-01
1789,1983,1,RENAULT,31,1474,1983-01-01
1790,1983,1,TOYOTA,15,1127,1983-01-01
1791,1983,1,VOLKSWAGEN,250,18348,1983-01-01
1792,1983,1,VOLVO,37,5517,1983-01-01
1793,1983,2,BMW,35,3120,1983-02-01
1794,1983,2,FORD,32,5843,1983-02-01
1795,1983,2,RENAULT,19,1493,1983-02-01
1796,1983,2,TOYOTA,6,1133,1983-02-01
1797,1983,2,VOLKSWAGEN,158,18506,1983-02-01
1798,1983,2,VOLVO,23,5540,1983-02-01
1799,1983,3,BMW,37,3157,1983-03-01
1800,1983,3,FORD,58,5901,1983-03-01
1801,1983,3,RENAULT,31,1524,1983-03-01
1802,1983,3,TOYOTA,19,1152,1983-03-01
1803,1983,3,VOLKSWAGEN,222,18728,1983-03-01
1804,1983,3,VOLVO,20,5560,1983-03-01
1805,1983,4,BMW,47,3204,1983-04-01
1806,1983,4,FORD,54,5955,1983-04-01
1807,1983,4,HYUNDAI,1,12,1983-04-01
1808,1983,4,RENAULT,25,1549,1983-04-01
1809,1983,4,TOYOTA,15,1167,1983-04-01
1810,1983,4,VOLKSWAGEN,249,18977,1983-04-01
1811,1983,4,VOLVO,27,5587,1983-04-01
1812,1983,5,BMW,38,3242,1983-05-01
1813,1983,5,FORD,55,6010,1983-05-01
1814,1983,5,HYUNDAI,1,13,1983-05-01
1815,1983,5,RENAULT,19,1568,1983-05-01
1816,1983,5,TOYOTA,13,1180,1983-05-01
1817,1983,5,VOLKSWAGEN,201,19178,1983-05-01
1818,1983,5,VOLVO,25,5612,1983-05-01
1819,1983,6,BMW,29,3271,1983-06-01
1820,1983,6,FORD,67,6077,1983-06-01
1821,1983,6,RENAULT,28,1596,1983-06-01
1822,1983,6,TOYOTA,10,1190,1983-06-01
1823,1983,6,VOLKSWAGEN,239,19417,1983-06-01
1824,1983,6,VOLVO,24,5636,1983-06-01
1825,1983,7,BMW,36,3307,1983-07-01
1826,1983,7,FORD,41,6118,1983-07-01
1827,1983,7,RENAULT,25,1621,1983-07-01
1828,1983,7,TOYOTA,5,1195,1983-07-01
1829,1983,7,VOLKSWAGEN,219,19636,1983-07-01
1830,1983,7,VOLVO,15,5651,1983-07-01
1831,1983,8,BMW,35,3342,1983-08-01
1832,1983,8,FORD,21,6139,1983-08-01
1833,1983,8,RENAULT,10,1631,1983-08-01
1834,1983,8,TOYOTA,6,1201,1983-08-01
1835,1983,8,VOLKSWAGEN,191,19827,1983-08-01
1836,1983,8,VOLVO,14,5665,1983-08-01
1837,1983,9,BMW,24,3366,1983-09-01
1838,1983,9,FORD,37,6176,1983-09-01
1839,1983,9,RENAULT,26,1657,1983-09-01
1840,1983,9,TOYOTA,15,1216,1983-09-01
1841,1983,9,VOLKSWAGEN,161,19988,1983-09-01
1842,1983,9,VOLVO,17,5682,1983-09-01
1843,1983,10,BMW,31,3397,1983-10-01
1844,1983,10,FORD,39,6215,1983-10-01
1845,1983,10,HYUNDAI,1,14,1983-10-01
1846,1983,10,RENAULT,23,1680,1983-10-01
1847,1983,10,TOYOTA,4,1220,1983-10-01
1848,1983,10,VOLKSWAGEN,237,20225,1983-10-01
1849,1983,10,VOLVO,35,5717,1983-10-01
1850,1983,11,BMW,21,3418,1983-11-01
1851,1983,11,FORD,29,6244,1983-11-01
1852,1983,11,RENAULT,31,1711,1983-11-01
1853,1983,11,TOYOTA,11,1231,1983-11-01
1854,1983,11,VOLKSWAGEN,116,20341,1983-11-01
1855,1983,11,VOLVO,15,5732,1983-11-01
1856,1983,12,BMW,7,3425,1983-12-01
1857,1983,12,FORD,16,6260,1983-12-01
1858,1983,12,RENAULT,14,1725,1983-12-01
1859,1983,12,TOYOTA,2,1233,1983-12-01
1860,1983,12,VOLKSWAGEN,64,20405,1983-12-01
1861,1983,12,VOLVO,11,5743,1983-12-01
1862,1984,1,BMW,67,3492,1984-01-01
1863,1984,1,FORD,58,6318,1984-01-01
1864,1984,1,RENAULT,46,1771,1984-01-01
1865,1984,1,TOYOTA,16,1249,1984-01-01
1866,1984,1,VOLKSWAGEN,196,20601,1984-01-01
1867,1984,1,VOLVO,38,5781,1984-01-01
1868,1984,2,BMW,38,3530,1984-02-01
1869,1984,2,FORD,36,6354,1984-02-01
1870,1984,2,RENAULT,29,1800,1984-02-01
1871,1984,2,TOYOTA,18,1267,1984-02-01
1872,1984,2,VOLKSWAGEN,127,20728,1984-02-01
1873,1984,2,VOLVO,34,5815,1984-02-01
1874,1984,3,BMW,49,3579,1984-03-01
1875,1984,3,FORD,47,6401,1984-03-01
1876,1984,3,HYUNDAI,1,15,1984-03-01
1877,1984,3,RENAULT,53,1853,1984-03-01
1878,1984,3,TOYOTA,25,1292,1984-03-01
1879,1984,3,VOLKSWAGEN,137,20865,1984-03-01
1880,1984,3,VOLVO,29,5844,1984-03-01
1881,1984,4,BMW,45,3624,1984-04-01
1882,1984,4,FORD,46,6447,1984-04-01
1883,1984,4,RENAULT,28,1881,1984-04-01
1884,1984,4,TOYOTA,20,1312,1984-04-01
1885,1984,4,VOLKSWAGEN,89,20954,1984-04-01
1886,1984,4,VOLVO,36,5880,1984-04-01
1887,1984,5,BMW,48,3672,1984-05-01
1888,1984,5,FORD,62,6509,1984-05-01
1889,1984,5,RENAULT,41,1922,1984-05-01
1890,1984,5,TOYOTA,13,1325,1984-05-01
1891,1984,5,VOLKSWAGEN,110,21064,1984-05-01
1892,1984,5,VOLVO,39,5919,1984-05-01
1893,1984,6,BMW,33,3705,1984-06-01
1894,1984,6,FORD,44,6553,1984-06-01
1895,1984,6,HYUNDAI,2,17,1984-06-01
1896,1984,6,RENAULT,48,1970,1984-06-01
1897,1984,6,TOYOTA,18,1343,1984-06-01
1898,1984,6,VOLKSWAGEN,93,21157,1984-06-01
1899,1984,6,VOLVO,27,5946,1984-06-01
1900,1984,7,BMW,19,3724,1984-07-01
1901,1984,7,FORD,32,6585,1984-07-01
1902,1984,7,RENAULT,32,2002,1984-07-01
1903,1984,7,TOYOTA,16,1359,1984-07-01
1904,1984,7,VOLKSWAGEN,55,21212,1984-07-01
1905,1984,7,VOLVO,32,5978,1984-07-01
1906,1984,8,BMW,32,3756,1984-08-01
1907,1984,8,FORD,27,6612,1984-08-01
1908,1984,8,RENAULT,31,2033,1984-08-01
1909,1984,8,TOYOTA,12,1371,1984-08-01
1910,1984,8,VOLKSWAGEN,74,21286,1984-08-01
1911,1984,8,VOLVO,23,6001,1984-08-01
1912,1984,9,BMW,35,3791,1984-09-01
1913,1984,9,FORD,28,6640,1984-09-01
1914,1984,9,RENAULT,31,2064,1984-09-01
1915,1984,9,TOYOTA,10,1381,1984-09-01
1916,1984,9,VOLKSWAGEN,74,21360,1984-09-01
1917,1984,9,VOLVO,26,6027,1984-09-01
1918,1984,10,BMW,36,3827,1984-10-01
1919,1984,10,FORD,46,6686,1984-10-01
1920,1984,10,RENAULT,45,2109,1984-10-01
1921,1984,10,TOYOTA,7,1388,1984-10-01
1922,1984,10,VOLKSWAGEN,86,21446,1984-10-01
1923,1984,10,VOLVO,17,6044,1984-10-01
1924,1984,11,BMW,12,3839,1984-11-01
1925,1984,11,FORD,25,6711,1984-11-01
1926,1984,11,HYUNDAI,1,18,1984-11-01
1927,1984,11,RENAULT,33,2142,1984-11-01
1928,1984,11,TOYOTA,11,1399,1984-11-01
1929,1984,11,VOLKSWAGEN,75,21521,1984-11-01
1930,1984,11,VOLVO,29,6073,1984-11-01
1931,1984,12,BMW,9,3848,1984-12-01
1932,1984,12,FORD,14,6725,1984-12-01
1933,1984,12,RENAULT,11,2153,1984-12-01
1934,1984,12,TOYOTA,5,1404,1984-12-01
1935,1984,12,VOLKSWAGEN,30,21551,1984-12-01
1936,1984,12,VOLVO,6,6079,1984-12-01
1937,1985,1,BMW,48,3896,1985-01-01
1938,1985,1,FORD,72,6797,1985-01-01
1939,1985,1,RENAULT,66,2219,1985-01-01
1940,1985,1,TOYOTA,34,1438,1985-01-01
1941,1985,1,VOLKSWAGEN,110,21661,1985-01-01
1942,1985,1,VOLVO,32,6111,1985-01-01
1943,1985,2,BMW,25,3921,1985-02-01
1944,1985,2,FORD,34,6831,1985-02-01
1945,1985,2,RENAULT,29,2248,1985-02-01
1946,1985,2,TOYOTA,22,1460,1985-02-01
1947,1985,2,VOLKSWAGEN,61,21722,1985-02-01
1948,1985,2,VOLVO,24,6135,1985-02-01
1949,1985,3,BMW,38,3959,1985-03-01
