,IsRecentlyVerified,DateLastVerified,ID,UUID,DataProviderID,OperatorID,UsageTypeID,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.DistanceUnit,GeneralComments,AddressInfo.RelatedURL,UsageCost,AddressInfo.AddressLine2,AddressInfo.AccessComments,AddressInfo.ContactTelephone1,AddressInfo.ContactEmail,AddressInfo.ContactTelephone2,OperatorsReference,DataProvidersReference,MetadataValues,DateLastConfirmed,ID,ConnectionTypeID,StatusTypeID,LevelID,PowerKW,CurrentTypeID,Quantity,Reference,Amps,Voltage,Comments
1495,False,2016-06-04T02:53:00Z,63929,21F9E40F-F036-42FF-92E9-8AD54ABEE6CF,26,73.0,,"[{'ID': 81701, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64275,Hageveld 1,Hageveld 1,Heemstede,,2102 LM,159,52.34786,4.63003,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1413015,72520,,,81701.0,25.0,,2.0,5.0,10.0,,,,,
1496,False,2016-06-04T02:53:00Z,63928,3049359D-42BE-44EF-BDA5-8AC8620B581D,26,73.0,,"[{'ID': 81700, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64274,Martinus Nijhoffstraat 37,Martinus Nijhoffstraat 37,Harderwijk,,3842 LM,159,52.34659,5.63033,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1453004,72419,,,81700.0,25.0,,2.0,5.0,10.0,,,,,
1497,False,2016-06-04T02:53:00Z,63927,721F51C0-7A8F-40F4-8B77-161FA1CCA712,26,157.0,,"[{'ID': 81699, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64273,Fortwachter 4,Fortwachter 4,Haarlemmermeer,,2141 EE,159,52.3469850759582,4.67218263491827,0,,http://thenewmotion.nl/,0.00 jaarabonnement,,,088 0109500,,,NewMotion 03000131,77561,,,81699.0,25.0,,2.0,22.0,10.0,,,,,
1498,False,2016-06-04T02:53:00Z,63926,C704B73D-6608-4F16-9467-CBC14A7D0E38,26,157.0,,"[{'ID': 81698, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64272,Spieringweg 613,Spieringweg 613,Haarlemmermeer,,2141 EB,159,52.3468146713731,4.67220409259039,0,,http://thenewmotion.nl/,0.00 jaarabonnement,,,088 0109500,,,NewMotion 03000130,79309,,,81698.0,25.0,,2.0,22.0,10.0,,,,,
1499,False,2016-06-04T02:53:00Z,63925,CE11DDE2-D433-4130-9424-9417FE974AE6,26,73.0,,"[{'ID': 81696, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81697, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64271,Tokyostraat 2,Tokyostraat 2,Haarlemmermeer,,1175 RB,159,52.34708,4.76425,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1430391,73933,,,81696.0,25.0,,2.0,11.0,10.0,,,,,
1500,False,2016-06-04T02:53:00Z,63924,0FD6697F-0732-48C2-A9C9-8613C17772C3,26,,,"[{'ID': 81695, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64270,Sporadenlaan 22,Sporadenlaan 22,Amsterdam,,1060 MJ,159,52.346305458821,4.7941535711288,0,,http://onbekend,0.00 jaarabonnement,,,,,,Sporadenlaan,71110,,,81695.0,25.0,,2.0,3.7,10.0,,,,,
1501,False,2016-06-04T02:53:00Z,63923,56ACBDBF-08CD-4DC2-8901-4B6BD579894D,26,157.0,,"[{'ID': 81694, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64269,Dinkellaan 11,Dinkellaan 11,Heemstede,,2105 VJ,159,52.3454427,4.6056517,0,,http://thenewmotion.nl/,0.00 jaarabonnement,,,088 0109500,,,NewMotion 02013829,73199,,,81694.0,25.0,,2.0,3.7,10.0,,,,,
1502,False,2016-06-04T02:53:00Z,63922,6BA8FED3-9078-4D04-8AD1-A580CB7A00B3,26,73.0,,"[{'ID': 81690, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81691, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81692, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81693, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64268,Johan Huizingalaan,Johan Huizingalaan,Amsterdam,,1066 JS,159,52.34296,4.82938,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1437024,73532,,,81690.0,25.0,,2.0,11.0,10.0,,,,,
1503,False,2016-06-04T02:53:00Z,63920,504AF538-C24F-437C-8344-82DB7042A6FC,26,73.0,,"[{'ID': 81687, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81688, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64266,employee access,employee access,Amsterdam,,1066 JS,159,52.34084,4.82934,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1239073,69978,,,81687.0,25.0,,2.0,11.0,10.0,,,,,
1504,False,2016-06-04T02:53:00Z,63919,DCC5E729-550C-4758-BE60-95A6C0C645AA,26,157.0,,"[{'ID': 81686, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64265,Edisonstraat 11,Edisonstraat 11,Almelo,,7601 PS,159,52.3383150941197,6.68429370311048,0,,http://thenewmotion.nl/,0.00 jaarabonnement,,,088 0109500,,,NewMotion 03001257,74179,,,81686.0,25.0,,2.0,22.0,10.0,,,,,
1505,False,2016-06-04T02:53:00Z,63918,7EA4D7C8-938E-46E6-91AB-A3FA291E6BCF,26,73.0,,"[{'ID': 81684, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81685, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64264,H.J.E. Wenckebachweg 137,H.J.E. Wenckebachweg 137,Amsterdam,,1096 AM,159,52.33727,4.93338,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1437055,76479,,,81684.0,25.0,,2.0,11.0,10.0,,,,,
1506,False,2016-06-04T02:53:00Z,63916,71CFAC2C-1DCC-4BC2-97CC-3AD2765562DC,26,73.0,,"[{'ID': 81681, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}, {'ID': 81682, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64262,H.J.E. Wenckebachweg 78,H.J.E. Wenckebachweg 78,Ouder-Amstel,,1114 AD,159,52.33441,4.92757,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1250098,34303,,,81681.0,25.0,,2.0,5.0,10.0,,,,,
1507,False,2016-06-04T02:53:00Z,63915,68A14F33-D311-47CF-B8D7-BD80B1D701E7,26,73.0,,"[{'ID': 81679, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81680, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64261,Stammerkamp 1-TRAF,Stammerkamp 1-TRAF,Diemen,,1112 VE,159,52.33315,4.98594,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1449068,77681,,,81679.0,25.0,,2.0,11.0,10.0,,,,,
1508,False,2016-06-04T02:53:00Z,63914,E6BA1059-4DF0-4960-B5C4-D1621B2E7C96,26,103.0,,"[{'ID': 81677, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81678, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64260,Kazernestraat 14b,Kazernestraat 14b,Gooise Meren,,1398 AN,159,52.33099089,5.07139636,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0005422,77854,,,81677.0,25.0,,2.0,11.0,10.0,,,,,
1509,False,2016-06-04T02:53:00Z,63913,68C95139-C0D2-43FD-8C50-9D4943061853,26,73.0,,"[{'ID': 81676, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64259,Twentepoort Oost 56,Twentepoort Oost 56,Almelo,,7609 RG,159,52.32155,6.64892,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1542243,79373,,,81676.0,25.0,,2.0,11.0,10.0,,,,,
1510,False,2016-06-04T02:53:00Z,63911,CF0F2C28-4872-4B29-BFF1-5FF285BB179E,26,73.0,,"[{'ID': 81673, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81674, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64257,Loevesteinse Randweg,Loevesteinse Randweg,Haarlemmermeer,,1118 EL,159,52.32272,4.79136,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1414201,73778,,,81673.0,25.0,,2.0,11.0,10.0,,,,,
1511,False,2016-06-04T02:53:00Z,63910,5B97076F-B712-449B-B09B-C19C2837D9AC,26,103.0,,"[{'ID': 81671, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81672, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64256,Waddenweg 315,Waddenweg 315,Haarlemmermeer,,2134 XL,159,52.32296379,4.65714138,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0006561,79749,,,81671.0,25.0,,2.0,11.0,10.0,,,,,
1512,False,2016-06-04T02:53:00Z,63909,5FDC63AA-7417-43C9-BDF2-065A61E5E988,26,73.0,,"[{'ID': 81670, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64255,Boxbergerweg 32,Boxbergerweg 32,Olst-Wijhe,,8124 PB,159,52.32155,6.17873,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1548369,77891,,,81670.0,25.0,,2.0,5.0,10.0,,,,,
1513,False,2016-06-04T02:53:00Z,63906,9A63AE4A-4ED5-412A-94D9-8161D7C9B14D,26,73.0,,"[{'ID': 81666, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}, {'ID': 81667, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:53:00Z,3.0,2016-03-03T12:32:00Z,100,64252,Tolweg 15,Tolweg 15,Ermelo,,3851 SL,159,52.31728,5.62256,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1420004,71791,,,81666.0,25.0,,2.0,5.0,10.0,,,,,
1514,False,2016-06-04T02:52:00Z,63905,C7EB5C54-FB00-469F-898D-C36DAA28C47B,26,179.0,,"[{'ID': 81665, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64251,Kryptonstraat 11,Kryptonstraat 11,Rijssen-Holten,,7463 PB,159,52.315662,6.4969,0,,http://www.ecotap.nl,0.00 afhankelijk van pas,,,,,,Ecotap 1601227,82765,,,81665.0,25.0,,2.0,11.0,10.0,,,,,
1515,False,2016-06-04T02:52:00Z,63903,927397A7-0614-47A2-985C-6DF9E569638D,26,73.0,,"[{'ID': 81662, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64249,Brouwersdam 23,Brouwersdam 23,Haarlemmermeer,,2134 WZ,159,52.31382,4.63528,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1423160,74034,,,81662.0,25.0,,2.0,5.0,10.0,,,,,
1516,False,2016-06-04T02:52:00Z,63902,1168EB8D-CF91-4D0B-B2FB-FCC3BDB1461D,26,73.0,,"[{'ID': 81658, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81659, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81660, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}, {'ID': 81661, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64248,Amsterdamseweg 204A,Amsterdamseweg 204A,Amstelveen,,1182 HL,159,52.31209,4.85044,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1413069,79683,,,81658.0,25.0,,2.0,11.0,10.0,,,,,
1517,False,2016-06-04T02:52:00Z,63901,BAC38997-C7D7-4054-A28C-51F0F885897D,26,103.0,,"[{'ID': 81656, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81657, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64247,Engelsholm 140,Engelsholm 140,Haarlemmermeer,,2133 AK,159,52.311777,4.67682,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0006441,76951,,,81656.0,25.0,,2.0,11.0,10.0,,,,,
1518,False,2016-06-04T02:52:00Z,63900,2ADC1166-2EB7-4675-96A9-FD0A8D2B5454,26,73.0,,"[{'ID': 81655, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64246,Hangerad 1,Hangerad 1,Rijssen-Holten,,7461 CB,159,52.31062,6.52527,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1541654,76500,,,81655.0,25.0,,2.0,11.0,10.0,,,,,
1519,False,2016-06-04T02:52:00Z,63899,547C88BE-04DC-4419-BF77-71062504A1BE,26,103.0,,"[{'ID': 81653, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81654, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64245,Jan Benninghstraat 62,Jan Benninghstraat 62,Amstelveen,,1181 SE,159,52.310447,4.8536646,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0004741,73817,,,81653.0,25.0,,2.0,11.0,10.0,,,,,
1520,False,2016-06-04T02:52:00Z,63897,FD10577F-49AB-4092-81BD-850381AD7F12,26,179.0,,"[{'ID': 81651, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64243,Rhododendronlaan 7-TR,Rhododendronlaan 7-TR,Losser,,7587 NL,159,52.309027,6.959885,0,,http://www.ecotap.nl,0.00 afhankelijk van pas,,,,,,Ecotap 1601223,73939,,,81651.0,25.0,,2.0,22.0,10.0,,,,,
1521,False,2016-06-04T02:52:00Z,63896,D4760802-A154-471B-B22C-104C31237DAB,26,103.0,,"[{'ID': 81649, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81650, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64242,Ard Schenkstraat 26,Ard Schenkstraat 26,Haarlemmermeer,,2134 CK,159,52.3087568,4.64273901,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0005861,75622,,,81649.0,25.0,,2.0,11.0,10.0,,,,,
1522,False,2016-06-04T02:52:00Z,63895,0F2E8472-D78C-4E9B-9974-C8CD8F91E697,26,73.0,,"[{'ID': 81647, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81648, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64241,De Stroekeld 1,De Stroekeld 1,Rijssen-Holten,,7462 ZZ,159,52.3085,6.5037,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1449079,76487,,,81647.0,25.0,,2.0,11.0,10.0,,,,,
1523,False,2016-06-04T02:52:00Z,63894,7233AB32-F4A2-4398-9628-BB03E9B00704,26,73.0,,"[{'ID': 81646, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64240,Wijkplaats 4,Wijkplaats 4,Naarden,,1411 LR,159,52.30771,5.14868,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1425191,73928,,,81646.0,25.0,,2.0,5.0,10.0,,,,,
1524,False,2016-06-04T02:52:00Z,63893,F250D557-CB43-4A43-9FBA-7E672ABD9D23,26,73.0,,"[{'ID': 81645, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64239,Groenlandstroom 23,Groenlandstroom 23,Huizen,,1271 CN,159,52.29252,5.27719,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1419205,74898,,,81645.0,25.0,,2.0,5.0,10.0,,,,,
1525,False,2016-06-04T02:52:00Z,63892,8F63BECD-0DBA-422D-8911-7C8E275E23B6,26,73.0,,"[{'ID': 81644, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64238,Wijkplaats 10,Wijkplaats 10,Naarden,,1411 LR,159,52.30867,5.14797,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1424090,76469,,,81644.0,25.0,,2.0,5.0,10.0,,,,,
1526,False,2016-06-04T02:52:00Z,63890,6DE8629F-46C9-439D-8D2A-E68C57731A27,26,73.0,,"[{'ID': 81642, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64236,Brederodelaan 3,Brederodelaan 3,Ermelo,,3852 BA,159,52.30519,5.63413,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1415285,77504,,,81642.0,25.0,,2.0,5.0,10.0,,,,,
1527,False,2016-06-04T02:52:00Z,63889,C4333F1F-6D1B-4693-A21A-877A8571A41B,26,103.0,,"[{'ID': 81640, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81641, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64235,Lindholm 42A,Lindholm 42A,Haarlemmermeer,,2133 CW,159,52.30558513,4.66916182,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0004901,76939,,,81640.0,25.0,,2.0,11.0,10.0,,,,,
1528,False,2016-06-04T02:52:00Z,63888,639F5851-D9C2-42A5-980A-C93F770ACD86,26,180.0,,"[{'ID': 81638, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81639, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64234,Kollenbergweg 44,Kollenbergweg 44,Amsterdam,,1101 AR,159,52.305504,4.93812,0,,http://www.icu-charging-stations.com/,0.00 jaarabonnement,,,036 - 549 34 00,,,Alfen MANS_0172,74435,,,81638.0,25.0,,2.0,11.0,10.0,,,,,
1529,False,2016-06-04T02:52:00Z,63886,8108E978-F1BF-4EE5-839B-3C582A1F8E72,26,73.0,,"[{'ID': 81634, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81635, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64232,Industriestraat 6,Industriestraat 6,Borne,,7622 AV,159,52.30559,6.74148,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1536051,83607,,,81634.0,25.0,,2.0,11.0,10.0,,,,,
1530,False,2016-06-04T02:52:00Z,63885,7D6D0D20-F60D-44D5-B737-D4FE82C4EC99,26,180.0,,"[{'ID': 81632, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81633, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64231,Textielstraat 46,Textielstraat 46,Oldenzaal,,7575 CA,159,52.303855,6.923435,0,,http://www.icu-charging-stations.com/,0.00 jaarabonnement,,,036 - 549 34 00,,,Alfen WEB_0011,74350,,,81632.0,25.0,,2.0,11.0,10.0,,,,,
1531,False,2016-06-04T02:52:00Z,63884,C1A89767-9AC2-487A-9BBA-B6E085E8E1C3,26,73.0,,"[{'ID': 81630, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81631, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64230,Putterweg 7A,Putterweg 7A,Ermelo,,3851 GA,159,52.30049,5.63197,0,,http://www.ev-box.nl,0.00 jaarabonnement,,,,,,EV-Box EVB-P1427114,72371,,,81630.0,25.0,,2.0,11.0,10.0,,,,,
1532,False,2016-06-04T02:52:00Z,63883,F89CD73D-A053-4D21-96D9-1F8687456D5B,26,103.0,,"[{'ID': 81628, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81629, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64229,Lübeckstraat 26,Lübeckstraat 26,Oldenzaal,,7575 EE,159,52.29949806,6.9095201,0,,http://www.allego.eu/,0.00 jaarabonnement,,,0800-3745337,,,Allego NLALLEGO0003561,74848,,,81628.0,25.0,,2.0,11.0,10.0,,,,,
1533,False,2016-06-04T02:52:00Z,63882,5B1D37BB-AD72-41B9-955D-967AA2BA2AC8,26,,,"[{'ID': 81626, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81627, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0}]",1.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64228,Planetenweg 5,Planetenweg 5,Hoofddorp,,2132 HN,159,52.29771,4.70333,0,,http://www.nlmab.nl,0.00 jaarabonnement,,,06-53505381,,,Alfen NLMAB_0351,74334,,,81626.0,25.0,,2.0,11.0,10.0,,,,,
1534,False,2016-06-04T02:52:00Z,63881,CDBF5AB9-CB9F-4D69-8194-15836670CA2F,26,,,"[{'ID': 81625, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 95506, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 95507, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:52:00Z,3.0,2016-03-03T12:32:00Z,100,64227,Planetenweg 5,Planetenweg 5,Haarlemmermeer,,2132 HN,159,52.297475,4.703089,0,,http://www.nlmab.nl,0.00 afhankelijk van pas,,,,,,NL MAB Exploitatie 901100032,73119,,,81625.0,25.0,,2.0,11.0,10.0,,,,,
